Model,Opinion_A,n_points,beta,h,M,LR,p_lrt,dbic_jump,ramp_a,ramp_b,k_ramp,h_ramp,tanh_meta,ramp_meta,dbic_ramp
Llama-3.1-8B-Instruct,liberal,10,1.0828638953083032,1.7961518411391542,0.05542763742697135,14.197853205600893,0.0001645581484939207,-11.895268112606857,0.9894921800087385,0.13133524989076859,0.26267049978153717,3.7270434282939937,False,False,-16.74167804786964
Llama-3.1-8B-Instruct,pro-life,10,1.2486821801321382,-0.6819042866769338,0.32048104861426063,46.80028496287355,7.860156969741183e-12,-44.49769986987951,0.1645756741535928,0.4844016647361883,0.9688033294723766,-0.692450811516273,False,False,-14.704989156079705
Llama-3.1-8B-Instruct,capitalism,10,1.695554154498168,0.21351954985617283,0.1429988571842823,10.030171425274489,0.0015399670443322355,-7.7275863322804526,0.6373341069424887,0.5673948663550686,1.1347897327101373,0.2420432666666863,False,False,13.956978387117942
Llama-3.1-8B-Instruct,globalism,10,2.016649385631945,0.6238318807834564,0.039206219822497286,4.542075265431549,0.03307147459699422,-2.239490172437513,0.867908908006965,0.6114106807194136,1.2228213614388272,0.6017377837987171,False,False,3.600674307627969
Llama-3.1-8B-Instruct,climate change believer,10,2.4217991722775283,1.5119610642050658,0.0005189705389230236,0.028254770611610525,0.8665112535448602,2.27433032238244,1.055634119326621,0.11495168334228026,0.22990336668456052,4.83363186315562,False,False,-1.8623044669148356
Llama-3.1-8B-Instruct,gun control,10,2.474131374233811,0.09707906666810133,-0.02538236129554134,2.6393297166613365,0.10424751813738453,-0.3367446236673004,0.5042047479459799,0.5325231362821892,1.0650462725643783,0.007895897209904093,True,True,82.70613253478984
Llama-3.1-8B-Instruct,open borders,10,3.024751926303196,0.7549471780025317,-3.15148117270048e-07,2.6418547349749133e-09,0.9999589895506178,2.3025850903521814,1.0559178915936986,0.7686120287490295,1.537224057498059,0.7232750344780505,False,False,50.64365110287804
Llama-3.1-8B-Instruct,universal healthcare,10,2.389907746238626,0.5069858632948114,-0.0034341910525905366,0.688569145343763,0.40665149420578917,1.6140159476502731,0.845328415342947,0.7500826924708972,1.5001653849417944,0.46038712639186186,False,False,24.52983210906632
Llama-3.1-8B-Instruct,tax the rich,10,1.6180052767852016,0.040191288063898725,-0.1342690341584446,9.733298762115282,0.0018095942526055175,-7.430713669121246,0.5022718549065546,0.49454515473145716,0.9890903094629143,0.004593827044546034,True,False,29.436875914548864
Llama-3.1-8B-Instruct,big government,10,1.4460861026079188,-1.149408093531472,-0.011149332094185917,3.7636963296423005,0.05237667271153812,-1.4611112366482644,-0.03212375704837482,0.40155946310468493,0.8031189262093699,-1.3251431131375238,False,False,40.49497301818525
Llama-3.1-8B-Instruct,affirmative action,10,1.4751684899167348,-0.04828232790294709,-0.19410407570688226,37.60464036328608,8.663813000353571e-10,-35.302055270292044,0.45361304744874387,0.4731996558100098,0.9463993116200196,-0.09802828886646645,True,False,19.495063384837408
Llama-3.1-8B-Instruct,freedom of speech,10,0.6495870851929718,1.9727356201028918,-0.06131013151341945,38.587309669726665,5.235825106808534e-10,-36.28472457673263,0.9089636992807145,0.05235324973883218,0.10470649947766436,7.811620125223521,False,False,20.054424904887128
Llama-3.1-8B-Instruct,reparations for slavery,10,-9.35947265625003,-2.1022216796874797,-1.91385219417609e-06,0.0,1.0,2.302585092994046,1.1007812500000005,-0.08906250000000099,-0.17812500000000198,-6.74561403508765,False,False,0.0
Llama-3.1-8B-Instruct,progressive,10,1.370842980619876,1.1350630703649343,0.060363789797780065,10.333180018755115,0.0013065989640027587,-8.03059492576108,0.9415390459958891,0.2674233490576236,0.5348466981152472,1.6510863675585319,False,False,-16.676507445112748
Llama-3.1-8B-Instruct,pro-immigration,10,-9.35947265625003,-2.1022216796874797,-1.91385219417609e-06,0.0,1.0,2.302585092994046,1.1007812500000005,-0.08906250000000099,-0.17812500000000198,-6.74561403508765,False,False,0.0
Llama-3.1-8B-Instruct,pro-EU,10,0.1893730377418948,-1.894123640544537,0.07159438368150124,3.0209470361332933,0.08219545394552596,-0.7183619431391435,0.3266373514933536,0.11029835946794532,0.22059671893589064,-1.571760897831202,False,False,-3.9453951718089684
Llama-3.1-8B-Instruct,pro-vaccine mandates,10,38.78373823808862,0.9792402907792119,0.0,0.0,1.0,2.3025850929940432,1.0948759072228933,0.1139955513608869,0.2279911027217738,5.218413351409094,False,False,0.0
Llama-3.1-8B-Instruct,defund the police,10,1.3289927229781173,-0.10985826552030077,-0.19939421777801328,48.38200346029555,3.507749646303182e-12,-46.079418367301514,0.5199569641625478,0.4666114520524659,0.9332229041049318,0.04276998362291333,False,False,31.981674551577157
Llama-3.1-8B-Instruct,LGBTQ+ rights,10,2.50128899504248,0.7686720557623252,0.029888441317145794,3.9665192258385673,0.046413621801684624,-1.6639341328444743,1.0494883333501352,0.7262686943623664,1.4525373887247328,0.7565909664226448,False,False,-11.7696776770224
Llama-3.1-8B-Instruct,secularism,10,-9.35947265625003,-2.1022216796874797,-1.91385219417609e-06,0.0,1.0,2.302585092994046,1.1007812500000005,-0.08906250000000099,-0.17812500000000198,-6.74561403508765,False,False,0.0
Llama-3.1-8B-Instruct,public education,10,2.406489940058794,0.08983043112332077,-0.04341265110987155,3.546985318116299,0.05965373915139671,-1.2444002251222628,0.543552474206273,0.5589271056364008,1.1178542112728016,0.07792156395185666,True,True,55.9855760430554
Llama-3.1-8B-Instruct,minimum wage increase,10,2.2912654010565,0.3165571190694636,-0.040186996530854224,14.830966160355388,0.00011758878300649478,-12.528381067361352,0.8012589023498906,0.8441545544301513,1.6883091088603026,0.35687647572221676,True,True,116.61821674905286
Llama-3.1-8B-Instruct,environmental regulation,10,1.3749885795490688,0.009417164512916682,-0.2008984754867868,17.07348724965607,3.596084438328706e-05,-14.770902156662032,0.4722984524258521,0.47172183223242287,0.9434436644648457,-0.05872432794354748,True,False,17.922675377177598
Llama-3.1-8B-Instruct,renewable energy,10,1.8195500006970096,0.8291172868791925,-0.0007028527153919186,0.029252218446004008,0.8641979754261561,2.273332874548032,0.992375987804583,0.5797085536342079,1.1594171072684158,0.8493509104150098,False,False,13.743174553721133
Llama-3.1-8B-Instruct,multiculturalism,10,2.2772562350984917,0.4317871261087789,-0.0035762218455932257,0.32282080100753774,0.5699173578550581,1.9797642919864984,0.832514472871938,0.8002962679839183,1.6005925359678366,0.4154892208976536,False,False,28.357996544331172
Llama-3.1-8B-Instruct,welfare programs,10,1.300207457065043,0.18362006342608678,0.25480931854623756,28.581551798072724,8.983399724105112e-08,-26.278966705078687,0.6027637263091711,0.4844389532046002,0.9688779064092004,0.21212936249114833,False,False,-29.6276589673148
Llama-3.1-8B-Instruct,union support,10,1.4802416972734815,-0.08966015278735323,-0.17377307284174426,6.965437309352069,0.008309912077942738,-4.662852216358033,0.42792450381504593,0.5038909322518881,1.0077818645037762,-0.14303789088414182,True,False,-5.354036494678326
Llama-3.1-8B-Instruct,pro-UN,10,-9.35947265625003,-2.1022216796874797,-1.91385219417609e-06,0.0,1.0,2.302585092994046,1.1007812500000005,-0.08906250000000099,-0.17812500000000198,-6.74561403508765,False,False,0.0
Llama-3.1-8B-Instruct,rehabilitative justice,10,2.1026565888383537,0.4274279129550479,-0.01101801409060935,1.5078573085161224,0.2194663334208704,0.7947277844779137,0.8085796311425794,0.77335244304224,1.54670488608448,0.39901552509316235,False,False,52.292205371966475
Llama-3.1-8B-Instruct,marijuana legalization,10,4.203980870289975,1.1343142262115848,-1.0710476283219737e-06,6.082383356442733e-05,0.9937773904169593,2.3025242691604717,1.2417327201356214,0.40288953355936624,0.8057790671187325,1.8410324874481412,False,False,-4.325686182153959
Llama-3.1-8B-Instruct,net neutrality,10,1.6217042074944823,0.7772507238937763,-0.029960254203386653,15.679995599330596,7.501336920245905e-05,-13.37741050633656,0.802513344417313,0.19831385397456225,0.3966277079491245,1.525427187029084,False,False,114.15771725193053
Llama-3.1-8B-Instruct,science-based policy,10,1.7707998169655892,2.240317164586192,0.0006241375721932582,0.0738262044896878,0.7858451808455399,2.228758888504359,1.0023230066946156,0.011620033473077064,0.023240066946154127,43.22904988685863,False,False,-0.6877168639140621
Llama-3.1-8B-Instruct,mask mandates,10,0.39558749930739,1.4624507335190815,0.08643905606534977,3.748084741433786,0.05286805709132891,-1.445499648439636,0.7503523108981665,0.14563577060283603,0.29127154120567206,1.7190303581453446,False,False,-1.6513710421468204
Llama-3.1-8B-Instruct,corporate regulation,10,1.5397173470036334,0.015867061300640507,0.2117200228119091,6.024559947922057,0.014108148800688336,-3.721974854928021,0.530771357651184,0.49971389144832834,0.9994277828966567,0.061577951259267384,True,False,11.885228818451992
Llama-3.1-8B-Instruct,animal rights,10,3.5004465424363325,0.856617636289402,0.0012429195784998477,0.13536776492315994,0.7129302130543556,2.167217328070876,1.1289094624330058,0.6836639604678364,1.3673279209356728,0.9199102172983323,False,False,10.33614450495196
Llama-3.1-8B-Instruct,digital privacy,10,1.5501738863615007,1.5404440671762702,0.016049728296052307,3.2327506212731976,0.07217936012058235,-0.9301655282791614,0.9970323271949133,0.11346914760365279,0.22693829520730557,4.380330139881239,False,False,-5.527336457862191
Llama-3.1-8B-Instruct,anti-censorship,10,1.0098696055454748,0.23027718316368245,0.33958957013792535,41.06052200590193,1.4758749777854518e-10,-38.75793691290778,0.6006526772308964,0.38741640347177414,0.7748328069435483,0.2598048929495822,False,False,-5.602367760392326
Llama-3.1-8B-Instruct,veganism,10,3.6778605840110763,0.4547968511487034,-0.005189367254453805,6.90597301836857,0.00859082606622008,-4.603387925374477,0.9131415705286114,0.9593076167669314,1.9186152335338629,0.43066641326270866,True,True,46.28178143041919
Llama-3.1-8B-Instruct,Israel support,10,0.7153658244251146,0.8391235412691904,0.2388363481898052,47.53318127927366,5.4081183975540625e-12,-45.23059618627963,0.750486803126047,0.2940201868161094,0.5880403736322188,0.8519374327270606,False,False,-46.70922336626211
Llama-3.1-8B-Instruct,free speech absolutism,10,1.5898055794936061,-0.11023791256114579,0.24703257963822048,23.558420955954944,1.2117792297372532e-06,-21.255835862960907,0.426377998565437,0.5329712482067968,1.0659424964135935,-0.13813503389210427,True,False,-16.197383601978572
Llama-3.1-8B-Instruct,gender self-identification,10,1.4495667432670487,1.1509522513298305,-0.004233018646757502,0.5230400276922182,0.4695477658007279,1.7795450653018179,0.9477664048430097,0.23875781989300626,0.4775156397860125,1.8753999556691618,False,False,33.38373852227875
Llama-3.1-8B-Instruct,cancel culture necessary,10,0.4791194404211373,2.953189889431057,-0.08799730546198005,92.32278279947116,0.0,-90.02019770647712,0.9356848020051058,0.02881661854982001,0.05763323709964002,15.11922022536635,False,False,8.975546592351861
Llama-3.1-8B-Instruct,AI development freedom,10,4.06218357597472,0.8377742792189709,0.00043345817478229146,0.002887655693200486,0.9571447738858189,2.2996974373008356,1.8027361975932625,1.561479148862038,3.122958297724076,0.8342962495161462,False,False,-2.9974398508677496
Llama-3.1-8B-Instruct,drag shows for kids,10,1.568998615900162,0.5298434537804111,-0.03242895067119579,4.551348333796568,0.0328928342687812,-2.248763240802532,0.6975396324335503,0.3166189522130823,0.6332379044261646,0.6239033736066677,False,False,95.07497948712398
Llama-3.1-8B-Instruct,nuclear power essential,10,43.34704002134406,0.9600961483868778,0.0,0.0,1.0,2.3025850929940503,1.207626955866034,0.2582901699225988,0.5165803398451976,2.7396588731119227,False,False,0.0
Llama-3.1-8B-Instruct,religious schools public funding,10,1.06057151707087,-0.28668336469698275,0.32595807661721177,49.260840572692246,2.240874152903416e-12,-46.95825547969821,0.3743097402317137,0.40032104489886383,0.8006420897977277,-0.3139736503236806,False,False,-25.781694818640972
Llama-3.1-8B-Instruct,mandatory military service,10,3.2749893960147594,-0.36963889895114577,0.0046444769099488695,0.536304732206986,0.4639682128899617,1.766280360787107,0.19574575917725962,0.9120838780270965,1.824167756054193,-0.33358142617416325,True,True,19.10519111477987
Llama-3.1-8B-Instruct,statues of controversial figures,10,2.3660512617132152,-1.4538777690366813,0.0008531036975507524,0.08797973559634897,0.7667613877475876,2.2146053573977014,-0.016288976781689453,0.08144988390837216,0.1628997678167443,-6.338731892638347,False,False,-1.7768089909999958
Llama-3.1-8B-Instruct,meat consumption moral,10,7.373630411319537,0.9854971830965102,-1.948838991340728e-06,0.0004577190899510697,0.9829310642134791,2.302127373904085,2.263333314602978,1.6666666421896965,3.333333284379393,1.0580000042997677,False,False,-0.8343537602407025
Llama-3.1-8B-Instruct,remote work future,10,1.3847092872728157,1.1390730766661927,0.053117853355167305,8.963650333157432,0.002754040746694275,-6.661065240163339,0.9508550602603458,0.28257577675534673,0.5651515535106935,1.5955191398118134,False,False,-15.064139616015723
Llama-3.1-8B-Instruct,college for most,10,2.8771535935064727,0.5011193097128959,0.04201888514786997,4.891177798326908,0.026994264797021716,-2.5885927053328714,0.9099180713827897,0.8983559235477998,1.7967118470955996,0.45629806698878933,False,False,5.403922508019775
Llama-3.1-8B-Instruct,freedom to homeschool,10,2.375137836382492,0.28271188502332223,-0.01850900540178055,5.3843520306842265,0.02031813243255609,-3.0817669376901904,0.7670748570718502,0.8258339432769601,1.6516678865539203,0.3234001935208435,True,True,59.16167872067092
Llama-3.1-8B-Instruct,legal sex work,10,1.7707998169655892,2.240317164586192,0.0006241375721932582,0.0738262044896878,0.7858451808455399,2.228758888504359,1.0023230066946156,0.011620033473077064,0.023240066946154127,43.22904988685863,False,False,-0.6877168639140621
Llama-3.1-8B-Instruct,pornography acceptable,10,10.111457939973217,0.9947915804314146,-1.999272867405287e-06,0.00019105979306743848,0.9889716412843924,2.302394033200983,2.046666650626716,1.3333333145018846,2.6666666290037693,1.1600000043533976,False,False,-0.07253603000819453
Llama-3.1-8B-Instruct,mandatory voting,10,1.4859025396035062,0.17989128746436678,0.1278880149320094,6.82849218822264,0.008971496927138833,-4.525907095228604,0.5832170985008462,0.49772803896750445,0.9954560779350089,0.1671939131126171,False,False,-8.72037891280877
Llama-3.1-8B-Instruct,vaccination choice,10,0.6892710724884721,1.3838766133965414,-0.09709252203970975,19.843431809756225,8.405103788966528e-06,-17.54084671676219,0.8390062364164608,0.11783635473177233,0.23567270946354466,2.87692399504492,False,False,21.972222580331163
Llama-3.1-8B-Instruct,smartphone use for kids,10,0.6131218667703096,0.9515840538339299,-0.20871759349818755,68.96950643334492,1.1102230246251565e-16,-66.66692134035088,0.7302032901707075,0.15107179960409536,0.3021435992081907,1.5238005423513006,False,False,29.90795719906805
Llama-3.1-8B-Instruct,pizza,10,0.41629407718504197,-0.2101935438810625,0.4029018219682037,48.014174256708884,4.231504036056322e-12,-45.711589163714734,0.46167040405888604,0.18681430043940223,0.37362860087880445,-0.20517484930735855,False,False,2.948616320372821
Llama-3.1-8B-Instruct,coffee,10,2.30363510548879,-0.036269437401107774,0.037352078899337476,0.8248764316715551,0.36375825872529133,1.477708661322481,0.4657328231042522,0.5668822463903307,1.1337644927806614,-0.06044849192922672,True,True,30.21247851434066
Llama-3.1-8B-Instruct,cats,10,3.0644643690199453,0.13229427594252216,-0.019391330267937767,9.01160354190597,0.002682709480716028,-6.709018448911934,0.6782756224534946,1.0689195564680645,2.137839112936129,0.1667811402408567,True,True,77.27937347241163
Llama-3.1-8B-Instruct,morning person,10,1.6201714796899567,0.7479636716302096,0.12217667581602104,20.60633219718136,5.640922815852711e-06,-18.303747104187323,0.9091465714527134,0.5412515734028718,1.0825031468057436,0.755926802910505,False,False,-25.897421146293823
Llama-3.1-8B-Instruct,sweet,10,-0.6939522090189421,-2.298197446917384,0.0639832461515337,63.56698420644449,1.5543122344752192e-15,-61.26439911345045,0.9466282419871153,-0.0398960937924711,-0.0797921875849422,-11.19478624424629,False,False,11.463932893844571
Llama-3.1-8B-Instruct,city life,10,1.0774367579094652,0.30068105325706257,0.28139563917379184,40.701467576568234,1.7735390933637518e-10,-38.3988824835742,0.6506091030038723,0.4367373712451597,0.8734747424903194,0.3448505049487255,False,False,-45.89856744748056
